mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.8340744972229004,0.10758065817136611,0.03524907430013021,0.002119445712215831,0.7,0.2,6,150,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 150, 'subsample': 0.7}",0.9525612809997632,0.9991576837368987,0.9990430647517299,0.9835873431627973,0.021938788851199608,26
0.8202119668324789,0.14176257949169452,0.033832550048828125,0.0020420388131826847,0.7,0.2,6,150,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 150, 'subsample': 0.8}",0.9577187048426029,0.999107038138801,0.9992429815863267,0.9853562415225768,0.019542768406035537,7
0.8603780269622803,0.16679461844248802,0.03156280517578125,0.004065960562849562,0.7,0.2,8,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.7}",0.956020853236962,0.9994455639787182,0.9990137436159892,0.9848267202772231,0.020369586792770566,15
0.8577598730723063,0.12527607432230647,0.02909255027770996,0.0030376469509084897,0.7,0.2,8,100,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.8}",0.960385236674659,0.9995575174060923,0.999226988239559,0.9863899141067701,0.018388578858331124,2
1.074935754140218,0.2101883147173368,0.03300229708353678,0.0034975573371581062,0.7,0.2,8,150,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 8, 'n_estimators': 150, 'subsample': 0.7}",0.9558638418815815,0.9995042062501999,0.9988751346106687,0.9847477275808166,0.020425606030940322,16
1.0247383912404378,0.12498019987757053,0.032599687576293945,0.0029415025512679206,0.7,0.2,8,150,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.2, 'max_depth': 8, 'n_estimators': 150, 'subsample': 0.8}",0.9615402015600009,0.999568179637271,0.9989870880380429,0.9866984897451049,0.017791177873040204,1
0.7923083305358887,0.057262134530970205,0.024950106938680012,0.0035573856838786683,1.0,0.1,6,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.7}",0.9519279131594144,0.9990164091737836,0.9990270714049622,0.9833237979127202,0.022200243437147747,29
0.7634741465250651,0.04012387869551835,0.02334252993265788,0.0018866831049142185,1.0,0.1,6,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.9511481788013381,0.9993815905916472,0.9992083293349966,0.9832460329093272,0.02269672052109562,30
0.9758283297220866,0.07045381146992855,0.02746121088663737,0.002048247499008713,1.0,0.1,6,150,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 150, 'subsample': 0.7}",0.9535645569485508,0.9992536438175053,0.9993069549733977,0.9840417185798179,0.02155061865072743,23
1.0821459293365479,0.07868780844903013,0.032352844874064125,0.00641099749694455,1.0,0.1,6,150,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 150, 'subsample': 0.8}",0.953612458717989,0.9996268219087526,0.9993682628026741,0.9842025144764719,0.021630693419046193,20
1.1746018727620442,0.11010305047692522,0.03299752871195475,0.003010699345625445,1.0,0.1,8,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.7}",0.9569230032280469,0.9995201995969676,0.9993282794357548,0.9852571607535898,0.020035428127008367,8
1.129005988438924,0.1338939253219067,0.028644323348999023,8.992479622391924e-05,1.0,0.1,8,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.8}",0.9558877927663005,0.99953885850153,0.9994082461695935,0.9849449658124746,0.020546593293808986,14
1.4197824796040852,0.1793522995188569,0.034164826075236,0.004000423746508891,1.0,0.1,8,150,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 150, 'subsample': 0.7}",0.9575643546966356,0.999560182963887,0.9993389416669332,0.9854878264424852,0.01974508280870317,4
1.576074202855428,0.21106678715752053,0.03571955362955729,0.003984398723829901,1.0,0.1,8,150,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 150, 'subsample': 0.8}",0.9561831870111691,0.9996134941197795,0.9994882129034321,0.9850949646781268,0.02044377802239584,11
0.6808789571126302,0.0879423654635894,0.026640892028808594,0.004789830701988233,1.0,0.2,6,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.7}",0.9514515566744461,0.9993282794357548,0.9984219897855825,0.9830672752985944,0.022358750536400608,32
0.6630975405375162,0.02630371263389394,0.02579649289449056,0.0011698554876392996,1.0,0.2,6,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.9535512509014846,0.9993655972448794,0.9987978334346245,0.9839048938603295,0.021464518312645384,24
0.885866641998291,0.14665337425088035,0.030609846115112305,0.0018609679478419215,1.0,0.2,6,150,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 150, 'subsample': 0.7}",0.952351045456118,0.9992882960688354,0.9987658467410891,0.9834683960886809,0.022004323379999805,28
0.9055346647898356,0.12891051152383365,0.03182689348856608,0.0038655516593384203,1.0,0.2,6,150,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 150, 'subsample': 0.8}",0.9544534008925697,0.999304289415603,0.9989817569224536,0.9842464824102088,0.02106730146522172,19
0.9450545310974121,0.1480604265242363,0.028626124064127605,0.00021220899487116583,1.0,0.2,8,100,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.7}",0.9568431669456501,0.9994002494962095,0.9993096205311924,0.9851843456576841,0.020040273808723426,9
0.8695154984792074,0.11203873420141323,0.025757869084676106,0.003588777557529348,1.0,0.2,8,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.8}",0.9541526842288746,0.999354935013701,0.999021740289373,0.9841764531773162,0.021230446393220827,21
1.0025638739267986,0.13793284844604772,0.027520100275675457,0.0012880246717115675,1.0,0.2,8,150,0.7,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 8, 'n_estimators': 150, 'subsample': 0.7}",0.9574525839012799,0.9994029150540042,0.9993922528228256,0.98541591725937,0.019773063121201823,6
0.9004290898640951,0.11450159226214185,0.027823130289713543,0.009932724085807658,1.0,0.2,8,150,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 8, 'n_estimators': 150, 'subsample': 0.8}",0.9553422448365884,0.9992403160285321,0.9990457303095246,0.9845427637248817,0.020648037734204386,17
